port_code,date,iec,hs_code,goods_description,master_category,model_name,model_number,capacity,qty,unit_of_measure,price,unit_of_measure.1,quantity,unit,unit_price_inr,total_value_inr,unit_price_usd,total_value_usd,duty_paid_inr
INNSA1,2025-09-20,301049751,73239990,HOUSEHOLD STEEL HOOK 3PCS SET (3888) (QTY:153600 SET/USD:0.24 PER SET)HOUSEHOLD STEEL HOOK 3PCS SET (3888) (QTY:153600 SET/USD:0.2,,,,,,,,,5120.0,KGS,660.84275390625,3383514.9,7.437734990503658,38081.20315137873,1239719.9
INNSA1,2025-09-10,301049751,73239990,"MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY:1,232 PCS/CNY:101.00 PER PCS)MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-020) (QTY:1,23",,,,,,,,,4004.0,KGS,427.8509965034965,1713115.39,4.807314567455016,19248.48752808988,627685.5
INNSA1,2025-09-09,301049751,73239990,STEEL BASKET BIG (SY-845-4) (QTY:800 PCS/USD:0.9710 PER PCS) STEEL BASKET BIG (SY-845-4) (QTY:800 PCS/USD:0.9710 PER PCS),,,,,,,,,150.0,KGS,499.2998,74894.97,5.610110112359552,841.5165168539327,27441.5
INNSA1,2025-09-05,301049751,73239990,MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-026-3S) (QTY:1696 PCS/CNY: 81.50 PER PCS)MILD STEEL MULTI FUNCTION CLOTH STAND (RYX-02-026-3S) (QTY,,,,,,,,,6614.4,KGS,308.0440629535559,2037526.65,3.461169246669168,22893.55786516854,746549.7
INNSA1,2025-09-02,301049751,73239990,SB-12 STEEL TEA STRAINER BIG (QTY:4842 PCS/USD 0.977 PER PCS)SB-12 STEEL TEA STRAINER BIG (QTY:4842 PCS/USD 0.977 PER PCS,,,,,,,,,1183.6,KGS,381.6843697194998,451761.62,4.342256765864617,5139.49510807736,165525.4
INNSA1,2025-09-02,301049751,73239990,SY-845-4 STEEL BASKET BIG (QTY 37200 PCS/USD 0.9691 PER PCS) SY-845-4 STEEL BASKET BIG (QTY 37200 PCS/USD 0.9691 PER PCS),,,,,,,,,6975.0,KGS,506.1900172043012,3530675.37,5.758703267398193,40166.95529010239,1293639.5
INNSA1,2025-09-02,301049751,73239990,NP-55 STEEL TEA STRAINER (QTY:50400 PCS/USD 0.270 PER PCS) NP-55 STEEL TEA STRAINER (QTY:50400 PCS/USD 0.270 PER PCS),,,,,,,,,2310.0,KGS,562.5649134199134,1299524.95,6.400055897837468,14784.12912400455,476146.0
INNSA1,2025-09-02,301049751,73239990,AM-321 STEEL DRAINER (QTY:21648 PCS/USD 0.702 PER PCS) AM-321 STEEL DRAINER (QTY:21648 PCS/USD 0.702 PER PCS),,,,,,,,,2976.6,KGS,487.5564066384466,1451260.4,5.546716799072201,16510.35722411831,531741.8
INNSA1,2025-08-30,301049751,73239990,STEEL SALT BOTTLE (NP-19) (QTY: 36180 PC/USD 0.446 PER PC) STEEL SALT BOTTLE (NP-19) (QTY: 36180 PC/USD 0.446 PER PC),,,,,,,,,5628.0,KGS,271.1943105899076,1526281.58,3.085259506142294,17363.84050056883,559229.5
INNSA1,2025-08-29,301049751,73231000,"STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98,400 SET/USD:0.228PER SET)STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98,400 SET/USD:0.228",,,,,,,,,8856.0,KGS,242.0626456639566,2143706.79,2.753841247599051,24388.0180887372,942373.5
INNSA1,2025-08-23,301049751,73231000,STEEL SCRUBBER (8001-12) (QTY:263520 PCS/USD:0.078 PER PCS) STEEL SCRUBBER (8001-12) (QTY:263520 PCS/USD:0.078 PER PCS),,,,,,,,,4758.0,KGS,399.7661097099622,1902087.15,4.547964843116748,21639.21672354949,836157.4
INNSA1,2025-08-23,301049751,73231000,STEEL SCRUBBER 6 PCS SET (GT001) (QTY:1260 PCS/USD:0.238 PERPCS)STEEL SCRUBBER 6 PCS SET (GT001) (QTY:1260 PCS/USD:0.238 PER,,,,,,,,,180.0,KGS,154.1690555555556,27750.43,1.753914170142839,315.704550625711,12199.1
INNSA1,2025-08-20,301049751,73239990,STEEL SPRINKLER (AM-430) (QTY: 30072 PCS/USD 0.578 PER PCS) STEEL SPRINKLER (AM-430) (QTY: 30072 PCS/USD 0.578 PER PCS),,,,,,,,,5012.0,KGS,326.0750738228252,1634288.27,3.680305573621053,18445.69153498872,598803.3
INNSA1,2025-08-20,301049751,73239990,STEEL SALT BOTTLE (NP-19) (QTY: 36000 PCS/USD 0.445 PER PCS) STEEL SALT BOTTLE (NP-19) (QTY: 36000 PCS/USD 0.445 PER PCS),,,,,,,,,5600.0,KGS,268.9756428571429,1506263.6,3.035842470170913,17000.71783295711,551895.0
INNSA1,2025-08-16,301049751,73231000,"STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98,400 SET/USD:0.228PER SET)STEEL SCRUBBER 6PCS SET (OKS-4156) (QTY:98,400 SET/USD:0.228",,,,,,,,,8856.0,KGS,235.9864363143631,2089895.88,2.663503795873174,23587.98961625282,918718.2
INNSA1,2025-08-07,301049751,73239990,STEEL BASKET SQUARE (SY-845-6) (QTY: 4400 PCS/USD 0.702 PERPCS)STEEL BASKET SQUARE (SY-845-6) (QTY: 4400 PCS/USD 0.702 PER,,,,,,,,,660.0,KGS,436.1330455,287847.81,5.024574256,3316.219009,105467.5
INNSA1,2025-08-01,301049751,73231000,STEEL SCRUBBER 2 PCS SET (8001-2) (QTY:336000 SET/USD:0.139PER SET)STEEL SCRUBBER 2 PCS SET (8001-2) (QTY:336000 SET/USD:0.139,,,,,,,,,9800.0,KGS,438.0730643,4293116.03,5.046924704,49459.8621,1887253.8
INNSA1,2025-07-29,301049751,73239990,"STEEL TEA STRAINER BIG (SB-12) (QTY:1,332 PCS/USD:0.973 PERPCS)STEEL TEA STRAINER BIG (SB-12) (QTY:1,332 PCS/USD:0.973 PER",,,,,,,,,325.6,KGS,371.794041769042,121056.14,4.28334149503504,1394.65599078341,44354.9
INNSA1,2025-07-29,301049751,73239990,"STEEL TEA STRAINER (NP-55) (QTY:1,00,800 PCS/USD:0.269 PER PCS)STEEL TEA STRAINER (NP-55) (QTY:1,00,800 PCS/USD:0.269 PER P",,,,,,,,,4620.0,KGS,548.200285714286,2532685.32,6.31567149440421,29178.4023041475,927975.9
INNSA1,2025-07-28,301049751,73239990,"STEEL BASKET SQUARE (SY-845-6) (QTY: 82,800 PCS/USD:0.7012 PCS)STEEL BASKET SQUARE (SY-845-6) (QTY: 82,800 PCS/USD:0.7012 P",,,,,,,,,12006.0,KGS,448.122178910545,5380154.88,5.16269791371595,61983.3511520737,1971288.8
INNSA1,2025-07-23,301049751,73239990,STEEL CUTLERY HOLDER (H2740) (QTY: 24960 NOS/USD 1.55 PER NOS)STEEL CUTLERY HOLDER (H2740) (QTY: 24960 NOS/USD 1.55 PER NO,,,,,,,,,9776.0,KGS,361.085180032733,3529968.72,4.15996751189785,40667.8423963134,1293380.5
INNSA1,2025-07-22,301049751,73231000,STEEL SCRUBBER 2 PCS SET (8001-2) (QTY:168000 SETS/USD:0.139PER PCS)STEEL SCRUBBER 2 PCS SET (8001-2) (QTY:168000 SETS/USD:0.139,,,,,,,,,4900.0,KGS,448.699487755102,2198627.49,5.16934893727076,25329.8097926267,966516.6
INNSA1,2025-07-17,301049751,73239990,STEEL SPRINKLER (AM-430) (QTY: 2880 PCS/USD 0.579 PER PCS) STEEL SPRINKLER (AM-430) (QTY: 2880 PCS/USD 0.579 PER PCS),,,,,,,,,528.0,KGS,297.140397727273,156890.13,3.44710438198692,1820.0711136891,57484.5
INNSA1,2025-07-17,301049751,73239990,STEEL HAND BLENDER (SR-13) (QTY: 540 PCS/USD 0.337 PER PCS) STEEL HAND BLENDER (SR-13) (QTY: 540 PCS/USD 0.337 PER PCS),,,,,,,,,33.0,KGS,518.840909090909,17121.75,6.01903606834001,198.62819025522,6273.4
INNSA1,2025-07-17,301049751,73239990,STEEL SALT BOTTLE (NP-19) (QTY: 6624 PCS/USD 0.446 PER PCS) STEEL SALT BOTTLE (NP-19) (QTY: 6624 PCS/USD 0.446 PER PCS),,,,,,,,,1030.4,KGS,269.75735636646,277957.98,3.12943568870603,3224.57053364269,101843.9
INNSA1,2025-07-17,301049751,73239390,STEEL FILTER BALL WITH CHAIN (SR-10) (QTY: 540 PCS/USD 0.258PER PCS)STEEL FILTER BALL WITH CHAIN (SR-10) (QTY: 540 PCS/USD 0.25,,,,,,,,,12.0,KGS,1087.74416666667,13052.93,12.6188418406806,151.426102088167,4782.7
INNSA1,2025-07-16,301049751,73239990,STEEL HANGER WITH HOOK (SL-89) (QTY: 70056 PCS/CNY 7.45 PERPCS)STEEL HANGER WITH HOOK (SL-89) (QTY: 70056 PCS/CNY 7.45 PER,,,,,,,,,15568.0,KGS,416.915485611511,6490540.28,4.83660656161846,75296.2909512761,2378134.0
INNSA1,2025-07-15,301049751,73239390,STEEL INFUSER (SR-20) (QTY: 360 PCS/USD 0.743 PER PCS) STEEL INFUSER (SR-20) (QTY: 360 PCS/USD 0.743 PER PCS),,,,,,,,,15.0,KGS,1678.82466666667,25182.37,19.4759242072699,292.138863109049,9226.8
